Total Accesses:,7086622
Frames,Missees,Miss Rate
0,7086622,1.000000
1,6136303,0.865900
2,4550986,0.642194
3,4225936,0.596326
4,4061491,0.573121
5,3935432,0.555333
6,3855708,0.544083
7,3770692,0.532086
8,3628179,0.511976
9,3387974,0.478080
10,3151973,0.444778
11,2939384,0.414779
12,2801499,0.395322
13,2704344,0.381613
14,2611955,0.368575
15,2510747,0.354294
16,2409465,0.340002
17,2317992,0.327094
18,2234510,0.315314
19,2155540,0.304170
20,2076164,0.292969
21,1998212,0.281970
22,1924105,0.271512
23,1856789,0.262013
24,1797848,0.253696
25,1747982,0.246659
26,1706428,0.240796
27,1671387,0.235851
28,1641873,0.231686
29,1617051,0.228184
30,1595623,0.225160
31,1576765,0.222499
32,1560468,0.220199
33,1545553,0.218094
34,1532205,0.216211
35,1519772,0.214456
36,1507966,0.212791
37,1496932,0.211234
38,1486296,0.209733
39,1476165,0.208303
40,1466496,0.206939
41,1457189,0.205625
42,1448178,0.204354
43,1439526,0.203133
44,1430938,0.201921
45,1422551,0.200738
46,1414322,0.199576
47,1406234,0.198435
48,1398349,0.197322
49,1390482,0.196212
50,1382892,0.195141
51,1375363,0.194079
52,1368085,0.193052
53,1361113,0.192068
54,1354044,0.191070
55,1347230,0.190109
56,1340414,0.189147
57,1333747,0.188206
58,1327067,0.187264
59,1320649,0.186358
60,1314343,0.185468
61,1308077,0.184584
62,1301933,0.183717
63,1295831,0.182856
64,1289919,0.182022
65,1283991,0.181185
66,1278325,0.180386
67,1272461,0.179558
68,1266763,0.178754
69,1261011,0.177942
70,1255474,0.177161
71,1250095,0.176402
72,1244591,0.175625
73,1239236,0.174870
74,1234118,0.174148
75,1229016,0.173428
76,1223995,0.172719
77,1218967,0.172010
78,1214173,0.171333
79,1209337,0.170651
80,1204594,0.169981
81,1199951,0.169326
82,1195399,0.168684
83,1190902,0.168049
84,1186507,0.167429
85,1182144,0.166813
86,1177822,0.166204
87,1173558,0.165602
88,1169467,0.165025
89,1165358,0.164445
90,1161207,0.163859
91,1157112,0.163281
92,1153225,0.162733
93,1149315,0.162181
94,1145409,0.161630
95,1141657,0.161100
96,1137942,0.160576
97,1134184,0.160046
98,1130453,0.159519
99,1126879,0.159015
100,1123318,0.158512
101,1119762,0.158011
102,1116190,0.157507
103,1112726,0.157018
104,1109243,0.156526
105,1105721,0.156029
106,1102351,0.155554
107,1099064,0.155090
108,1095796,0.154629
109,1092378,0.154147
110,1089017,0.153672
111,1085782,0.153216
112,1082477,0.152749
113,1079172,0.152283
114,1075928,0.151825
115,1072657,0.151364
116,1069538,0.150924
117,1066416,0.150483
118,1063355,0.150051
119,1060368,0.149630
120,1057344,0.149203
121,1054293,0.148772
122,1051325,0.148353
123,1048274,0.147923
124,1045213,0.147491
125,1042171,0.147062
126,1039179,0.146640
127,1036359,0.146242
128,1033479,0.145835
129,1030674,0.145439
130,1027821,0.145037
131,1025019,0.144641
132,1022263,0.144253
133,1019481,0.143860
134,1016760,0.143476
135,1014015,0.143089
136,1011358,0.142714
137,1008738,0.142344
138,1006143,0.141978
139,1003552,0.141612
140,1000952,0.141245
141,998424,0.140889
142,995905,0.140533
143,993414,0.140182
144,990896,0.139826
145,988466,0.139483
146,986000,0.139135
147,983560,0.138791
148,981130,0.138448
149,978729,0.138109
150,976361,0.137775
151,973971,0.137438
152,971500,0.137089
153,969085,0.136749
154,966751,0.136419
155,964372,0.136083
156,962040,0.135754
157,959693,0.135423
158,957319,0.135088
159,955043,0.134767
160,952811,0.134452
161,950581,0.134137
162,948441,0.133835
163,946256,0.133527
164,943997,0.133208
165,941865,0.132907
166,939696,0.132601
167,937533,0.132296
168,935411,0.131997
169,933299,0.131699
170,931217,0.131405
171,929093,0.131105
172,927078,0.130821
173,925030,0.130532
174,922965,0.130240
175,920939,0.129955
176,918897,0.129666
177,916837,0.129376
178,914792,0.129087
179,912942,0.128826
180,910957,0.128546
181,908959,0.128264
182,907005,0.127988
183,905027,0.127709
184,903098,0.127437
185,901155,0.127163
186,899289,0.126900
187,897422,0.126636
188,895634,0.126384
189,893725,0.126114
190,891873,0.125853
191,890027,0.125593
192,888205,0.125335
193,886414,0.125083
194,884643,0.124833
195,882871,0.124583
196,881107,0.124334
197,879383,0.124091
198,877637,0.123844
199,875886,0.123597
200,874096,0.123345
201,872269,0.123087
202,870504,0.122838
203,868802,0.122597
204,866961,0.122338
205,865236,0.122094
206,863478,0.121846
207,861747,0.121602
208,860052,0.121363
209,858359,0.121124
210,856694,0.120889
211,855018,0.120652
212,853393,0.120423
213,851701,0.120184
214,850050,0.119951
215,848413,0.119720
216,846751,0.119486
217,845044,0.119245
218,843376,0.119010
219,841729,0.118777
220,840121,0.118550
221,838526,0.118325
222,836867,0.118091
223,835253,0.117863
224,833672,0.117640
225,832198,0.117432
226,830592,0.117206
227,829040,0.116987
228,827533,0.116774
229,825971,0.116554
230,824344,0.116324
231,822775,0.116103
232,821221,0.115883
233,819672,0.115665
234,818066,0.115438
235,816547,0.115224
236,814988,0.115004
237,813414,0.114782
238,811791,0.114553
239,810252,0.114335
240,808657,0.114110
241,807125,0.113894
242,805639,0.113684
243,804224,0.113485
244,802774,0.113280
245,801259,0.113066
246,799827,0.112864
247,798319,0.112652
248,796837,0.112442
249,795381,0.112237
250,793911,0.112030
251,792518,0.111833
252,791090,0.111631
253,789675,0.111432
254,788288,0.111236
255,786866,0.111035
256,785445,0.110835
257,784033,0.110636
258,782650,0.110440
259,781273,0.110246
260,779855,0.110046
261,778544,0.109861
262,777175,0.109668
263,775790,0.109472
264,774522,0.109294
265,773159,0.109101
266,771819,0.108912
267,770462,0.108721
268,769140,0.108534
269,767772,0.108341
270,766435,0.108152
271,765188,0.107976
272,763840,0.107786
273,762553,0.107605
274,761302,0.107428
275,759938,0.107236
276,758579,0.107044
277,757279,0.106860
278,756020,0.106683
279,754699,0.106496
280,753364,0.106308
281,752161,0.106138
282,750870,0.105956
283,749642,0.105783
284,748387,0.105606
285,747094,0.105423
286,745815,0.105243
287,744592,0.105070
288,743346,0.104894
289,742115,0.104721
290,740922,0.104552
291,739715,0.104382
292,738481,0.104208
293,737249,0.104034
294,736029,0.103862
295,734816,0.103691
296,733532,0.103509
297,732335,0.103340
298,731193,0.103179
299,729984,0.103009
300,728794,0.102841
301,727601,0.102672
302,726408,0.102504
303,725244,0.102340
304,724036,0.102169
305,722870,0.102005
306,721747,0.101846
307,720632,0.101689
308,719489,0.101528
309,718364,0.101369
310,717188,0.101203
311,716005,0.101036
312,714914,0.100882
313,713767,0.100720
314,712644,0.100562
315,711544,0.100407
316,710453,0.100253
317,709333,0.100095
318,708216,0.099937
319,707080,0.099777
320,705949,0.099617
321,704820,0.099458
322,703692,0.099299
323,702560,0.099139
324,701425,0.098979
325,700382,0.098832
326,699314,0.098681
327,698233,0.098528
328,697137,0.098374
329,696073,0.098224
330,694997,0.098072
331,693892,0.097916
332,692823,0.097765
333,691719,0.097609
